file_path,folder,mono_probability,prediction,uncertain,label_studio_id,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0040_slide2_3.png,Monocyte_without_RBC,0.4613,NonMonocyte,TRUE,56915,Rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y011_cell_0014_slide1_1.png,Clustered_cell,0.4613,NonMonocyte,TRUE,494567,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0098_slide1_2.png,Clustered_cell,0.4614,NonMonocyte,TRUE,67216,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0092_slide2_6.png,Unusable,0.4618,NonMonocyte,TRUE,63318,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y005_cell_0051_slide1_1.png,Unusable,0.4623,NonMonocyte,TRUE,64825,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0069_slide1_5.png,Clustered_cell,0.4625,NonMonocyte,TRUE,61153,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0110_slide2_2.png,Monocyte_without_RBC,0.4625,NonMonocyte,TRUE,67328,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0002_slide2_3.png,Monocyte_without_RBC,0.4626,NonMonocyte,TRUE,62150,Rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0050_slide1_8.png,Clustered_cell,0.4627,NonMonocyte,TRUE,57043,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0078_slide1_1.png,Clustered_cell,0.463,NonMonocyte,TRUE,221390,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0085_slide2_1.png,Unusable,0.4631,NonMonocyte,TRUE,63270,x
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0066_slide1_6.png,Clustered_cell,0.4633,NonMonocyte,TRUE,65009,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0045_slide2_2.png,Clustered_cell,0.4636,NonMonocyte,TRUE,60894,
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x018_y009_cell_0099_slide1_3.png,Monocyte_with_RBC,0.4636,NonMonocyte,TRUE,494263,Unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0106_slide2_2.png,Monocyte_without_RBC,0.4644,NonMonocyte,TRUE,59360,Rbc alone
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0024_slide1_5.png,Monocyte_without_RBC,0.4646,NonMonocyte,TRUE,62548,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0020_slide1_8.png,Monocyte_without_RBC,0.4647,NonMonocyte,TRUE,66327,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y006_cell_0099_slide1_5.png,Unusable,0.4647,NonMonocyte,TRUE,67228,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y003_cell_0158_slide1_4.png,Clustered_cell,0.4647,NonMonocyte,TRUE,219706,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0057_slide1_7.png,Clustered_cell,0.4648,NonMonocyte,TRUE,221176,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0028_slide2_2.png,Clustered_cell,0.4648,NonMonocyte,TRUE,62608,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y003_cell_0046_slide2_1.png,Unusable,0.4649,NonMonocyte,TRUE,60907,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0078_slide1_6.png,Monocyte_without_RBC,0.4651,NonMonocyte,TRUE,67040,
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y006_cell_0028_slide2_7.png,Lymphocyte,0.4655,NonMonocyte,TRUE,66454,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0002_slide2_4.png,Monocyte_without_RBC,0.4656,NonMonocyte,TRUE,64020,Rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0044_slide1_2.png,Clustered_cell,0.4657,NonMonocyte,TRUE,64729,Unusable
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0125_slide1_5.png,Clustered_cell,0.4659,NonMonocyte,TRUE,57697,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0083_slide1_5.png,Clustered_cell,0.4662,NonMonocyte,TRUE,61282,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0014_slide1_2.png,Clustered_cell,0.4666,NonMonocyte,TRUE,62395,Unusable
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0110_slide1_5.png,Unusable,0.4668,NonMonocyte,TRUE,63422,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0075_slide1_1.png,Monocyte_without_RBC,0.4668,NonMonocyte,TRUE,221360,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0133_slide1_6.png,Unusable,0.4669,NonMonocyte,TRUE,63550,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0061_slide2_4.png,Monocyte_without_RBC,0.4669,NonMonocyte,TRUE,63048,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0016_slide2_4.png,Clustered_cell,0.4672,NonMonocyte,TRUE,62436,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y005_cell_0006_slide2_2.png,Unusable,0.4674,NonMonocyte,TRUE,64112,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0030_slide2_7.png,Monocyte_without_RBC,0.4674,NonMonocyte,TRUE,62641,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0046_slide1_2.png,Clustered_cell,0.4677,NonMonocyte,TRUE,64757,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0054_slide1_7.png,Clustered_cell,0.4678,NonMonocyte,TRUE,221137,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0169_slide1_2.png,Clustered_cell,0.4679,NonMonocyte,TRUE,67705,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0038_slide1_5.png,Unusable,0.4681,NonMonocyte,TRUE,58699,
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y003_cell_0196_slide1_5.png,RBC alone,0.4683,NonMonocyte,TRUE,61911,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0042_slide1_8.png,Monocyte_without_RBC,0.4684,NonMonocyte,TRUE,58754,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0129_slide1_4.png,Monocyte_without_RBC,0.4691,NonMonocyte,TRUE,57712,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0083_slide1_2.png,Clustered_cell,0.4693,NonMonocyte,TRUE,65177,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x017_y002_cell_0124_slide2_4.png,Monocyte_without_RBC,0.4699,NonMonocyte,TRUE,469794,Unusable
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0135_slide2_1.png,Unusable,0.47,NonMonocyte,TRUE,57739,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0047_slide1_8.png,Monocyte_without_RBC,0.4701,NonMonocyte,TRUE,221041,
D:/MMA_LabelledData/Sliced\Unusable\tile_x017_y006_cell_0163_slide1_5.png,Unusable,0.4702,NonMonocyte,TRUE,479818,
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y003_cell_0218_slide1_1.png,Unusable,0.4702,NonMonocyte,TRUE,219944,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0016_slide2_3.png,Monocyte_without_RBC,0.4703,NonMonocyte,TRUE,60482,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0180_slide1_5.png,Clustered_cell,0.4704,NonMonocyte,TRUE,479902,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0037_slide1_7.png,Monocyte_without_RBC,0.4707,NonMonocyte,TRUE,58688,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0011_slide2_7.png,Clustered_cell,0.4707,NonMonocyte,TRUE,62352,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0319_slide1_5.png,Clustered_cell,0.4708,NonMonocyte,TRUE,58059,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y003_cell_0143_slide1_2.png,Clustered_cell,0.471,NonMonocyte,TRUE,219631,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x018_y012_cell_0002_slide1_1.png,Monocyte_without_RBC,0.471,NonMonocyte,TRUE,494717,Unusable
D:/MMA_LabelledData/Sliced\Unusable\tile_x018_y013_cell_0047_slide1_3.png,Unusable,0.4712,NonMonocyte,TRUE,495081,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0122_slide1_6.png,Clustered_cell,0.4712,NonMonocyte,TRUE,57686,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y007_cell_0005_slide3_4.png,Unusable,0.4718,NonMonocyte,TRUE,68153,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0048_slide1_5.png,Clustered_cell,0.472,NonMonocyte,TRUE,64788,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0047_slide2_7.png,Monocyte_without_RBC,0.4722,NonMonocyte,TRUE,221047,Rbc alone
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x018_y012_cell_0003_slide1_3.png,Monocyte_with_RBC,0.4722,NonMonocyte,TRUE,494722,Clustered cell
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y003_cell_0277_slide1_4.png,Unusable,0.4726,NonMonocyte,TRUE,62086,
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0045_slide1_2.png,Lymphocyte,0.4727,NonMonocyte,TRUE,60886,MonocytewithoutRBC
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0272_slide1_5.png,Clustered_cell,0.4728,NonMonocyte,TRUE,58012,Unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0020_slide2_6.png,Monocyte_without_RBC,0.4728,NonMonocyte,TRUE,220648,
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y002_cell_0012_slide1_1.png,Monocyte_with_RBC,0.4731,NonMonocyte,TRUE,58321,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0094_slide2_6.png,Clustered_cell,0.4732,NonMonocyte,TRUE,221539,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0022_slide1_8.png,Monocyte_without_RBC,0.4734,NonMonocyte,TRUE,56626,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y013_cell_0029_slide1_1.png,Clustered_cell,0.4736,NonMonocyte,TRUE,495020,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0049_slide1_5.png,Clustered_cell,0.4741,NonMonocyte,TRUE,57027,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0114_slide1_3.png,Clustered_cell,0.4744,NonMonocyte,TRUE,59404,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0146_slide2_2.png,Clustered_cell,0.4744,NonMonocyte,TRUE,65631,Unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0011_slide2_8.png,Monocyte_without_RBC,0.4745,NonMonocyte,TRUE,220505,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y007_cell_0009_slide2_3.png,Monocyte_without_RBC,0.4755,NonMonocyte,TRUE,68229,
D:/MMA_LabelledData/Sliced\Unusable\tile_x018_y010_cell_0100_slide1_3.png,Unusable,0.4757,NonMonocyte,TRUE,494511,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0002_slide2_7.png,Monocyte_without_RBC,0.4757,NonMonocyte,TRUE,60212,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0161_slide1_4.png,Unusable,0.4758,NonMonocyte,TRUE,63660,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0009_slide1_2.png,Clustered_cell,0.476,NonMonocyte,TRUE,60349,Unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0159_slide1_4.png,Monocyte_without_RBC,0.4764,NonMonocyte,TRUE,65671,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0089_slide2_4.png,Monocyte_without_RBC,0.4767,NonMonocyte,TRUE,57478,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0145_slide1_4.png,Monocyte_without_RBC,0.4769,NonMonocyte,TRUE,65624,
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0009_slide2_8.png,Lymphocyte,0.4769,NonMonocyte,TRUE,56364,Rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0116_slide1_5.png,Clustered_cell,0.477,NonMonocyte,TRUE,63458,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0003_slide1_6.png,Clustered_cell,0.4776,NonMonocyte,TRUE,62169,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0047_slide2_4.png,Monocyte_without_RBC,0.4777,NonMonocyte,TRUE,57008,Clustered cell
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0042_slide2_4.png,Monocyte_without_RBC,0.4779,NonMonocyte,TRUE,64710,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0022_slide2_7.png,Monocyte_without_RBC,0.4782,NonMonocyte,TRUE,64407,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0069_slide1_4.png,Unusable,0.4783,NonMonocyte,TRUE,63130,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0005_slide1_2.png,Clustered_cell,0.4789,NonMonocyte,TRUE,56254,Unusable
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y006_cell_0084_slide1_5.png,Unusable,0.4792,NonMonocyte,TRUE,67093,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0152_slide1_3.png,Monocyte_without_RBC,0.4792,NonMonocyte,TRUE,61768,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0006_slide2_8.png,Monocyte_without_RBC,0.4793,NonMonocyte,TRUE,220405,Rbc alone
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0049_slide1_8.png,Monocyte_without_RBC,0.4794,NonMonocyte,TRUE,62900,
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y001_cell_0023_slide1_4.png,Monocyte_with_RBC,0.4794,NonMonocyte,TRUE,56640,MonocytewithoutRBC
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0016_slide1_7.png,Clustered_cell,0.4798,NonMonocyte,TRUE,62431,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0089_slide1_3.png,Monocyte_without_RBC,0.4799,NonMonocyte,TRUE,59241,Clustered cell
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y003_cell_0030_slide2_7.png,Unusable,0.4799,NonMonocyte,TRUE,60689,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0048_slide2_5.png,Unusable,0.4804,NonMonocyte,TRUE,62891,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0030_slide1_8.png,Clustered_cell,0.4806,NonMonocyte,TRUE,220797,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0152_slide1_5.png,Clustered_cell,0.4806,NonMonocyte,TRUE,61770,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0011_slide2_7.png,Monocyte_without_RBC,0.4813,NonMonocyte,TRUE,66185,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y010_cell_0061_slide1_3.png,Clustered_cell,0.4814,NonMonocyte,TRUE,494472,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0089_slide2_6.png,Monocyte_without_RBC,0.4816,NonMonocyte,TRUE,221499,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0007_slide1_5.png,Clustered_cell,0.4818,NonMonocyte,TRUE,62261,Unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0042_slide2_7.png,Monocyte_without_RBC,0.4819,NonMonocyte,TRUE,64713,Rbc alone
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y004_cell_0130_slide1_2.png,Unusable,0.482,NonMonocyte,TRUE,221775,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0099_slide1_5.png,Clustered_cell,0.4824,NonMonocyte,TRUE,61412,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0092_slide1_6.png,Unusable,0.4825,NonMonocyte,TRUE,57500,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0283_slide1_5.png,Clustered_cell,0.4825,NonMonocyte,TRUE,58023,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0057_slide2_6.png,Monocyte_without_RBC,0.4825,NonMonocyte,TRUE,63003,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0039_slide2_3.png,Clustered_cell,0.4829,NonMonocyte,TRUE,220931,
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0009_slide2_2.png,Lymphocyte,0.4837,NonMonocyte,TRUE,56358,Rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0017_slide1_7.png,Clustered_cell,0.4837,NonMonocyte,TRUE,60494,Unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0076_slide2_7.png,Monocyte_without_RBC,0.4838,NonMonocyte,TRUE,65115,Rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0126_slide1_6.png,Clustered_cell,0.4839,NonMonocyte,TRUE,65534,Unusable
D:/MMA_LabelledData/Sliced\Unusable\tile_x018_y013_cell_0023_slide1_5.png,Unusable,0.484,NonMonocyte,TRUE,494999,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0044_slide2_4.png,Monocyte_without_RBC,0.4841,NonMonocyte,TRUE,60882,
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y001_cell_0001_slide3_3.png,Monocyte_with_RBC,0.4844,NonMonocyte,TRUE,56175,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0120_slide1_3.png,Monocyte_without_RBC,0.4845,NonMonocyte,TRUE,59440,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0035_slide2_3.png,Clustered_cell,0.4846,NonMonocyte,TRUE,56845,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0021_slide1_2.png,Monocyte_without_RBC,0.4846,NonMonocyte,TRUE,64378,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0148_slide1_1.png,Monocyte_without_RBC,0.4847,NonMonocyte,TRUE,221869,Clustered cell
D:/MMA_LabelledData/Sliced\Unusable\tile_x018_y012_cell_0016_slide1_4.png,Unusable,0.4848,NonMonocyte,TRUE,494775,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0045_slide1_3.png,Clustered_cell,0.4849,NonMonocyte,TRUE,221008,
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y006_cell_0142_slide1_2.png,RBC alone,0.485,NonMonocyte,TRUE,67561,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0139_slide2_2.png,Monocyte_without_RBC,0.4852,NonMonocyte,TRUE,61706,rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0029_slide1_8.png,Clustered_cell,0.4852,NonMonocyte,TRUE,56750,Unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0042_slide1_5.png,Monocyte_without_RBC,0.4853,NonMonocyte,TRUE,64704,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0009_slide2_8.png,Monocyte_without_RBC,0.4854,NonMonocyte,TRUE,64185,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0004_slide1_6.png,Clustered_cell,0.4854,NonMonocyte,TRUE,56234,Unusable
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y012_cell_0031_slide1_4.png,Clustered_cell,0.4855,NonMonocyte,TRUE,494830,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0049_slide2_1.png,Unusable,0.4856,NonMonocyte,TRUE,58840,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0022_slide2_1.png,Monocyte_without_RBC,0.4857,NonMonocyte,TRUE,220675,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y006_cell_0047_slide1_7.png,Unusable,0.4857,NonMonocyte,TRUE,66713,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0056_slide1_2.png,Clustered_cell,0.4858,NonMonocyte,TRUE,64889,Unusable
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0054_slide1_2.png,Unusable,0.4861,NonMonocyte,TRUE,62957,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0167_slide1_4.png,Monocyte_without_RBC,0.4861,NonMonocyte,TRUE,59707,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0367_slide1_2.png,Monocyte_without_RBC,0.4863,NonMonocyte,TRUE,220263,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0176_slide1_4.png,Clustered_cell,0.4865,NonMonocyte,TRUE,479882,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y006_cell_0005_slide1_4.png,Unusable,0.4872,NonMonocyte,TRUE,66057,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0023_slide2_7.png,Monocyte_without_RBC,0.4872,NonMonocyte,TRUE,66379,Rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y003_cell_0194_slide1_6.png,Clustered_cell,0.4879,NonMonocyte,TRUE,219851,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0003_slide1_4.png,Clustered_cell,0.489,NonMonocyte,TRUE,56208,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y005_cell_0076_slide1_2.png,Unusable,0.4894,NonMonocyte,TRUE,65107,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0132_slide1_4.png,Unusable,0.4895,NonMonocyte,TRUE,63544,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0102_slide2_1.png,Monocyte_without_RBC,0.4896,NonMonocyte,TRUE,61438,
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0150_slide1_6.png,Unusable,0.4896,NonMonocyte,TRUE,63618,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0176_slide1_6.png,Clustered_cell,0.4897,NonMonocyte,TRUE,59748,Unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0220_slide1_2.png,Monocyte_without_RBC,0.4897,NonMonocyte,TRUE,219953,
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y002_cell_0060_slide2_4.png,Lymphocyte,0.4899,NonMonocyte,TRUE,58971,rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0296_slide1_5.png,Clustered_cell,0.4901,NonMonocyte,TRUE,58036,Unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0002_slide1_8.png,Monocyte_without_RBC,0.4901,NonMonocyte,TRUE,58115,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y007_cell_0012_slide2_8.png,Monocyte_without_RBC,0.4905,NonMonocyte,TRUE,68287,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0086_slide2_6.png,Monocyte_without_RBC,0.4905,NonMonocyte,TRUE,57452,Unusable
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0050_slide2_1.png,Clustered_cell,0.4911,NonMonocyte,TRUE,62914,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0026_slide2_7.png,Monocyte_without_RBC,0.4915,NonMonocyte,TRUE,64471,Rbc alone
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0052_slide2_2.png,Clustered_cell,0.4917,NonMonocyte,TRUE,57071,Unusable
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0163_slide1_2.png,Clustered_cell,0.4919,NonMonocyte,TRUE,479815,Unusable
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0009_slide2_5.png,Monocyte_without_RBC,0.4923,NonMonocyte,TRUE,64182,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0003_slide2_2.png,Monocyte_without_RBC,0.4925,NonMonocyte,TRUE,220334,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0026_slide2_7.png,Monocyte_without_RBC,0.4929,NonMonocyte,TRUE,62585,Rbc alone
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0062_slide1_4.png,Lymphocyte,0.493,NonMonocyte,TRUE,57195,MonocytewithoutRBC
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0254_slide1_5.png,Clustered_cell,0.4932,NonMonocyte,TRUE,60059,
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0008_slide2_4.png,Monocyte_without_RBC,0.4934,NonMonocyte,TRUE,58255,Unusable
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0068_slide1_6.png,Clustered_cell,0.4938,NonMonocyte,TRUE,65031,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0080_slide1_2.png,Clustered_cell,0.4939,NonMonocyte,TRUE,67054,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0057_slide1_3.png,Clustered_cell,0.4939,NonMonocyte,TRUE,58930,
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y003_cell_0243_slide1_2.png,Unusable,0.4943,NonMonocyte,TRUE,220045,
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0094_slide2_3.png,Clustered_cell,0.4943,NonMonocyte,TRUE,57520,
