file_path,folder,prob_unclustered,prob_clustered,prob_nonmono,max_probability,prediction,uncertain,label_studio_id
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y002_cell_0163_slide1_1.png,Clustered_cell,0.0008,0.4561,0.5431,0.5431,NonMonocyte,True,469974
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0029_slide1_4.png,Monocyte_without_RBC,0.5432,0.0048,0.452,0.5432,Unclustered,True,220778
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0046_slide1_2.png,Clustered_cell,0.0015,0.4552,0.5433,0.5433,NonMonocyte,True,64757
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0002_slide2_8.png,Monocyte_without_RBC,0.5433,0.028,0.4287,0.5433,Unclustered,True,60213
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0065_slide1_3.png,Monocyte_without_RBC,0.5434,0.0022,0.4544,0.5434,Unclustered,True,64995
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0031_slide1_4.png,Monocyte_without_RBC,0.5435,0.0037,0.4528,0.5435,Unclustered,True,64540
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0106_slide1_5.png,Clustered_cell,0.0281,0.5436,0.4282,0.5436,Clustered,True,61468
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0003_slide1_4.png,Unusable,0.0772,0.3791,0.5437,0.5437,NonMonocyte,True,62167
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0007_slide1_8.png,Clustered_cell,0.4354,0.5437,0.0208,0.5437,Clustered,True,64133
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0086_slide2_6.png,Clustered_cell,0.4517,0.5438,0.0046,0.5438,Clustered,True,63280
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0025_slide2_1.png,Clustered_cell,0.5439,0.4245,0.0316,0.5439,Unclustered,True,66403
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x018_y013_cell_0015_slide1_4.png,Monocyte_without_RBC,0.544,0.1175,0.3386,0.544,Unclustered,True,494966
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0080_slide2_7.png,Monocyte_without_RBC,0.4317,0.544,0.0243,0.544,Clustered,True,65155
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0109_slide1_6.png,Clustered_cell,0.0129,0.4431,0.544,0.544,NonMonocyte,True,59377
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0079_slide1_7.png,Clustered_cell,0.3116,0.5441,0.1443,0.5441,Clustered,True,57376
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0041_slide2_4.png,Monocyte_without_RBC,0.5442,0.0499,0.4059,0.5442,Unclustered,True,62792
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0009_slide2_4.png,Clustered_cell,0.4326,0.0232,0.5442,0.5442,NonMonocyte,True,62311
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0229_slide1_6.png,Clustered_cell,0.0016,0.454,0.5444,0.5444,NonMonocyte,True,59960
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0011_slide2_7.png,Clustered_cell,0.0018,0.5444,0.4538,0.5444,Clustered,True,62352
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0011_slide3_7.png,Monocyte_without_RBC,0.4237,0.0319,0.5445,0.5445,NonMonocyte,True,220506
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0126_slide2_1.png,Clustered_cell,0.2559,0.5445,0.1996,0.5445,Clustered,True,67455
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0056_slide2_5.png,Monocyte_without_RBC,0.3832,0.5445,0.0723,0.5445,Clustered,True,62990
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0043_slide1_4.png,Clustered_cell,0.393,0.5449,0.0621,0.5449,Clustered,True,220981
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0080_slide1_6.png,Clustered_cell,0.2371,0.2178,0.5451,0.5451,NonMonocyte,True,57385
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y003_cell_0123_slide1_5.png,Unusable,0.0067,0.4482,0.5451,0.5451,NonMonocyte,True,61591
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0058_slide1_6.png,Monocyte_without_RBC,0.4477,0.0071,0.5452,0.5452,NonMonocyte,True,66851
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0106_slide2_2.png,Monocyte_without_RBC,0.5453,0.0593,0.3953,0.5453,Unclustered,True,59360
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0069_slide1_5.png,Clustered_cell,0.0014,0.4532,0.5454,0.5454,NonMonocyte,True,61153
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0185_slide1_3.png,Clustered_cell,0.5454,0.4473,0.0073,0.5454,Unclustered,True,222034
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0133_slide1_4.png,Monocyte_without_RBC,0.5454,0.0094,0.4452,0.5454,Unclustered,True,219583
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0066_slide1_7.png,Monocyte_without_RBC,0.4172,0.0374,0.5454,0.5454,NonMonocyte,True,221276
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0066_slide1_4.png,Clustered_cell,0.0645,0.5454,0.3901,0.5454,Clustered,True,65007
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0056_slide2_6.png,Monocyte_without_RBC,0.5454,0.0059,0.4487,0.5454,Unclustered,True,64898
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y002_cell_0062_slide2_3.png,Lymphocyte,0.234,0.2205,0.5455,0.5455,NonMonocyte,True,58992
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0180_slide1_5.png,Clustered_cell,0.355,0.0995,0.5455,0.5455,NonMonocyte,True,479902
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y012_cell_0008_slide1_1.png,Clustered_cell,0.0006,0.5456,0.4538,0.5456,Clustered,True,494741
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0095_slide1_3.png,Clustered_cell,0.0026,0.4517,0.5457,0.5457,NonMonocyte,True,65298
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y003_cell_0255_slide1_4.png,Unusable,0.5458,0.2342,0.22,0.5458,Unclustered,True,220088
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0068_slide2_4.png,Monocyte_without_RBC,0.5458,0.0066,0.4476,0.5458,Unclustered,True,57271
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0001_slide3_6.png,Monocyte_without_RBC,0.3515,0.1027,0.5458,0.5458,NonMonocyte,True,220298
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0117_slide1_5.png,Monocyte_without_RBC,0.4235,0.0304,0.546,0.546,NonMonocyte,True,221700
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y001_cell_0006_slide2_5.png,RBC alone,0.4051,0.0489,0.5461,0.5461,NonMonocyte,True,56289
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0027_slide1_5.png,Unusable,0.3879,0.5463,0.0658,0.5463,Clustered,True,58555
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0020_slide1_3.png,Unusable,0.2424,0.5464,0.2112,0.5464,Clustered,True,58453
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0171_slide2_2.png,Clustered_cell,0.2214,0.5464,0.2322,0.5464,Clustered,True,63703
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0019_slide2_2.png,Monocyte_without_RBC,0.5465,0.0135,0.4401,0.5465,Unclustered,True,58445
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0036_slide2_4.png,Clustered_cell,0.5465,0.1344,0.3191,0.5465,Unclustered,True,56860
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y002_cell_0004_slide1_4.png,Unusable,0.4308,0.5466,0.0227,0.5466,Clustered,True,58159
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0035_slide2_4.png,Monocyte_without_RBC,0.5466,0.0058,0.4476,0.5466,Unclustered,True,60756
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y002_cell_0167_slide1_8.png,Clustered_cell,0.5466,0.4298,0.0235,0.5466,Unclustered,True,469993
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0144_slide1_6.png,Clustered_cell,0.0049,0.5466,0.4486,0.5466,Clustered,True,57768
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0199_slide1_2.png,Clustered_cell,0.5468,0.4161,0.0371,0.5468,Unclustered,True,222083
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0016_slide2_1.png,Monocyte_without_RBC,0.4299,0.547,0.0231,0.547,Clustered,True,220579
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0034_slide1_2.png,Clustered_cell,0.547,0.2441,0.2089,0.547,Unclustered,True,56822
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y005_cell_0170_slide1_4.png,Lymphocyte,0.547,0.0018,0.4512,0.547,Unclustered,True,65701
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0079_slide2_4.png,Monocyte_without_RBC,0.547,0.0455,0.4075,0.547,Unclustered,True,63229
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0091_slide2_2.png,Unusable,0.3059,0.5471,0.147,0.5471,Clustered,True,63311
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0038_slide1_5.png,Clustered_cell,0.0003,0.4524,0.5473,0.5473,NonMonocyte,True,60791
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0224_slide1_2.png,Clustered_cell,0.5473,0.4492,0.0035,0.5473,Unclustered,True,59937
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0172_slide2_2.png,Unusable,0.5473,0.0229,0.4298,0.5473,Unclustered,True,63707
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x018_y013_cell_0050_slide1_3.png,Monocyte_without_RBC,0.438,0.0147,0.5473,0.5473,NonMonocyte,True,495090
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x001_y004_cell_0148_slide1_5.png,Monocyte_with_RBC,0.5474,0.3967,0.0559,0.5474,Unclustered,True,63609
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0104_slide1_5.png,Clustered_cell,0.1588,0.5475,0.2938,0.5475,Clustered,True,61452
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0133_slide1_6.png,Monocyte_without_RBC,0.4505,0.002,0.5475,0.5475,NonMonocyte,True,219584
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0039_slide1_2.png,Monocyte_without_RBC,0.3952,0.0572,0.5477,0.5477,NonMonocyte,True,60802
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0109_slide2_2.png,Lymphocyte,0.4484,0.0035,0.548,0.548,NonMonocyte,True,61495
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0159_slide1_6.png,Monocyte_without_RBC,0.4459,0.0059,0.5481,0.5481,NonMonocyte,True,63654
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0155_slide1_4.png,Monocyte_without_RBC,0.4439,0.0079,0.5482,0.5482,NonMonocyte,True,65659
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y003_cell_0050_slide2_1.png,Unusable,0.3886,0.0631,0.5483,0.5483,NonMonocyte,True,60957
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y006_cell_0037_slide2_5.png,Unusable,0.4428,0.0088,0.5485,0.5485,NonMonocyte,True,66582
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0038_slide1_2.png,Clustered_cell,0.2763,0.1752,0.5485,0.5485,NonMonocyte,True,62741
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0041_slide2_5.png,Monocyte_without_RBC,0.5485,0.4316,0.0199,0.5485,Unclustered,True,58746
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0028_slide1_1.png,Clustered_cell,0.4426,0.5487,0.0087,0.5487,Clustered,True,62600
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0055_slide2_6.png,Monocyte_without_RBC,0.3839,0.0674,0.5487,0.5487,NonMonocyte,True,221156
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x018_y012_cell_0053_slide1_4.png,Clustered_cell,0.1026,0.5487,0.3487,0.5487,Clustered,True,494874
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0023_slide1_5.png,Clustered_cell,0.5489,0.3309,0.1202,0.5489,Unclustered,True,58499
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y007_cell_0016_slide2_2.png,Monocyte_without_RBC,0.4485,0.0024,0.549,0.549,NonMonocyte,True,68347
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y007_cell_0010_slide1_3.png,Monocyte_without_RBC,0.549,0.3406,0.1104,0.549,Unclustered,True,68239
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0118_slide1_5.png,Clustered_cell,0.0056,0.5492,0.4451,0.5492,Clustered,True,67389
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0144_slide2_6.png,Monocyte_without_RBC,0.5494,0.4394,0.0111,0.5494,Unclustered,True,67578
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0004_slide2_4.png,Clustered_cell,0.5495,0.0778,0.3727,0.5495,Unclustered,True,66043
D:/MMA_LabelledData/Sliced\Unusable\tile_x017_y006_cell_0177_slide1_5.png,Unusable,0.5497,0.1951,0.2552,0.5497,Unclustered,True,479888
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0017_slide1_5.png,Clustered_cell,0.0009,0.5497,0.4494,0.5497,Clustered,True,62444
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y003_cell_0209_slide1_1.png,Clustered_cell,0.0138,0.4364,0.5498,0.5498,NonMonocyte,True,219908
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0054_slide1_3.png,Clustered_cell,0.5498,0.3984,0.0518,0.5498,Unclustered,True,64866
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y002_cell_0054_slide1_2.png,Lymphocyte,0.5499,0.003,0.447,0.5499,Unclustered,True,58894
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0101_slide1_6.png,Clustered_cell,0.5499,0.4135,0.0366,0.5499,Unclustered,True,61429
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0057_slide2_4.png,Lymphocyte,0.4344,0.0157,0.5499,0.5499,NonMonocyte,True,57138
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0009_slide2_1.png,Lymphocyte,0.55,0.0178,0.4322,0.55,Unclustered,True,56357
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y004_cell_0175_slide1_1.png,Unusable,0.0022,0.4478,0.55,0.55,NonMonocyte,True,221992
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0191_slide1_6.png,Monocyte_without_RBC,0.55,0.1412,0.3088,0.55,Unclustered,True,65744
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0115_slide2_3.png,Monocyte_without_RBC,0.3206,0.1295,0.55,0.55,NonMonocyte,True,57653
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0084_slide1_7.png,Unusable,0.4253,0.0246,0.5501,0.5501,NonMonocyte,True,57426
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0140_slide2_2.png,Monocyte_without_RBC,0.5502,0.0065,0.4432,0.5502,Unclustered,True,63579
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0253_slide1_6.png,Monocyte_without_RBC,0.4252,0.0245,0.5503,0.5503,NonMonocyte,True,60056
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0062_slide1_4.png,Monocyte_without_RBC,0.5504,0.1743,0.2753,0.5504,Unclustered,True,63053
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0011_slide1_4.png,Monocyte_without_RBC,0.4435,0.006,0.5505,0.5505,NonMonocyte,True,220493
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0265_slide1_4.png,Clustered_cell,0.5506,0.3973,0.0521,0.5506,Unclustered,True,67985
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0028_slide1_4.png,Clustered_cell,0.0004,0.449,0.5506,0.5506,NonMonocyte,True,66443
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x017_y009_cell_0015_slide3_4.png,Monocyte_without_RBC,0.5507,0.382,0.0673,0.5507,Unclustered,True,483976
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0258_slide1_5.png,Lymphocyte,0.4471,0.0021,0.5509,0.5509,NonMonocyte,True,62063
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y001_cell_0004_slide2_7.png,Lymphocyte,0.4458,0.0033,0.551,0.551,NonMonocyte,True,56243
D:/MMA_LabelledData/Sliced\Unusable\tile_x007_y004_cell_0181_slide1_1.png,Unusable,0.5514,0.0869,0.3618,0.5514,Unclustered,True,222016
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0062_slide1_5.png,Clustered_cell,0.001,0.5515,0.4475,0.5515,Clustered,True,61083
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0071_slide1_4.png,Monocyte_without_RBC,0.4443,0.0041,0.5515,0.5515,NonMonocyte,True,221323
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y004_cell_0018_slide1_5.png,Unusable,0.5517,0.0147,0.4335,0.5517,Unclustered,True,62459
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y005_cell_0035_slide1_1.png,Unusable,0.349,0.0991,0.5519,0.5519,NonMonocyte,True,64598
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0021_slide1_3.png,Monocyte_without_RBC,0.4422,0.0059,0.5519,0.5519,NonMonocyte,True,60551
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y006_cell_0183_slide1_4.png,Clustered_cell,0.2849,0.163,0.552,0.552,NonMonocyte,True,479913
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0075_slide1_4.png,Monocyte_without_RBC,0.4428,0.005,0.5523,0.5523,NonMonocyte,True,221363
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0052_slide1_8.png,Clustered_cell,0.2271,0.2206,0.5523,0.5523,NonMonocyte,True,62938
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0151_slide1_5.png,Clustered_cell,0.5523,0.4418,0.0058,0.5523,Unclustered,True,63621
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y005_cell_0287_slide1_4.png,Unusable,0.378,0.5524,0.0696,0.5524,Clustered,True,65900
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0048_slide1_5.png,Clustered_cell,0.0055,0.5526,0.4418,0.5526,Clustered,True,64788
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0018_slide1_7.png,Monocyte_without_RBC,0.4401,0.0071,0.5528,0.5528,NonMonocyte,True,220609
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0079_slide2_1.png,Clustered_cell,0.0073,0.5528,0.44,0.5528,Clustered,True,63227
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0047_slide2_4.png,Monocyte_without_RBC,0.5528,0.0089,0.4383,0.5528,Unclustered,True,64780
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0046_slide2_4.png,Clustered_cell,0.5528,0.4301,0.0171,0.5528,Unclustered,True,56995
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0024_slide2_4.png,Clustered_cell,0.5529,0.2432,0.2039,0.5529,Unclustered,True,60602
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0078_slide1_3.png,Monocyte_without_RBC,0.553,0.4368,0.0102,0.553,Unclustered,True,65128
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y003_cell_0098_slide1_3.png,Lymphocyte,0.4411,0.0055,0.5534,0.5534,NonMonocyte,True,61402
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0177_slide1_2.png,Clustered_cell,0.5537,0.4301,0.0162,0.5537,Unclustered,True,222001
D:/MMA_LabelledData/Sliced\Lymphocyte\tile_x001_y002_cell_0071_slide1_4.png,Lymphocyte,0.5537,0.0082,0.4381,0.5537,Unclustered,True,59085
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y001_cell_0183_slide1_6.png,Clustered_cell,0.5538,0.4399,0.0063,0.5538,Unclustered,True,57885
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0059_slide2_1.png,Monocyte_without_RBC,0.554,0.4258,0.0201,0.554,Unclustered,True,66863
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y002_cell_0127_slide1_1.png,Clustered_cell,0.4374,0.5541,0.0086,0.5541,Clustered,True,469807
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0047_slide1_5.png,Clustered_cell,0.0026,0.4432,0.5542,0.5542,NonMonocyte,True,64774
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0137_slide2_6.png,Monocyte_without_RBC,0.5542,0.4333,0.0125,0.5542,Unclustered,True,67534
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x017_y006_cell_0166_slide1_4.png,Monocyte_without_RBC,0.5542,0.1542,0.2916,0.5542,Unclustered,True,479832
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x017_y009_cell_0015_slide1_6.png,Monocyte_without_RBC,0.5546,0.0213,0.4241,0.5546,Unclustered,True,483964
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y005_cell_0295_slide1_4.png,Monocyte_without_RBC,0.5547,0.0398,0.4055,0.5547,Unclustered,True,65908
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y003_cell_0043_slide2_7.png,Monocyte_without_RBC,0.4252,0.02,0.5549,0.5549,NonMonocyte,True,60871
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y007_cell_0002_slide3_8.png,Unusable,0.4184,0.0266,0.555,0.555,NonMonocyte,True,68086
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0051_slide2_1.png,Clustered_cell,0.0086,0.5551,0.4363,0.5551,Clustered,True,62927
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y004_cell_0067_slide2_2.png,Clustered_cell,0.4352,0.5552,0.0096,0.5552,Clustered,True,63113
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y006_cell_0022_slide1_4.png,Monocyte_without_RBC,0.5553,0.2334,0.2113,0.5553,Unclustered,True,66353
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y004_cell_0003_slide1_2.png,Monocyte_without_RBC,0.5554,0.1237,0.3209,0.5554,Unclustered,True,62165
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0033_slide2_1.png,Clustered_cell,0.5554,0.4293,0.0152,0.5554,Unclustered,True,64576
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0196_slide1_4.png,Clustered_cell,0.0012,0.5557,0.4432,0.5557,Clustered,True,67815
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y004_cell_0083_slide2_6.png,Monocyte_without_RBC,0.5558,0.0167,0.4275,0.5558,Unclustered,True,221449
D:/MMA_LabelledData/Sliced\RBC alone\tile_x001_y006_cell_0129_slide2_1.png,RBC alone,0.4198,0.0244,0.5558,0.5558,NonMonocyte,True,67476
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0197_slide1_4.png,Clustered_cell,0.556,0.0714,0.3726,0.556,Unclustered,True,65755
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x007_y003_cell_0254_slide1_4.png,Monocyte_without_RBC,0.3618,0.556,0.0822,0.556,Clustered,True,220085
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0022_slide1_6.png,Clustered_cell,0.3548,0.5561,0.0891,0.5561,Clustered,True,60568
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x007_y004_cell_0083_slide1_5.png,Clustered_cell,0.0768,0.367,0.5561,0.5561,NonMonocyte,True,221444
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y002_cell_0017_slide2_6.png,Clustered_cell,0.4081,0.5561,0.0358,0.5561,Clustered,True,58419
D:/MMA_LabelledData/Sliced\Unusable\tile_x001_y001_cell_0022_slide2_2.png,Unusable,0.2786,0.1652,0.5562,0.5562,NonMonocyte,True,56628
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x017_y002_cell_0165_slide1_1.png,Clustered_cell,0.5565,0.4382,0.0053,0.5565,Unclustered,True,469982
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y002_cell_0016_slide2_7.png,Monocyte_without_RBC,0.5565,0.3855,0.0581,0.5565,Unclustered,True,58405
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y005_cell_0045_slide1_5.png,Clustered_cell,0.5566,0.434,0.0094,0.5566,Unclustered,True,64746
D:/MMA_LabelledData/Sliced\Monocyte_without_RBC\tile_x001_y001_cell_0067_slide2_4.png,Monocyte_without_RBC,0.4403,0.5566,0.0032,0.5566,Clustered,True,57261
D:/MMA_LabelledData/Sliced\Monocyte_with_RBC\tile_x007_y003_cell_0160_slide1_1.png,Monocyte_with_RBC,0.5568,0.4358,0.0074,0.5568,Unclustered,True,219712
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y003_cell_0115_slide1_5.png,Clustered_cell,0.0038,0.4392,0.557,0.557,NonMonocyte,True,61535
D:/MMA_LabelledData/Sliced\Clustered_cell\tile_x001_y006_cell_0007_slide1_4.png,Clustered_cell,0.5571,0.4114,0.0316,0.5571,Unclustered,True,66097
